sample_id,enriched_date,flat_date,date_diff_days,is_same_day,is_summary_anchor,confidence_score,entities,enriched_preview,flat_preview
21,1628-01-25,1628-01-25,0,True,True,12701,"{'places': {'enriched': ['Rijn', 'Maas', 'Wezel', 'Rijnberk', 'Orsoy', 'Geldern', 'Venlo', 'Straelen', 'Wachtendonk', 'Roermond', 'Maastricht', 'Ravenstein', 'Rees', 'Hertogenbosch', 'Breda', 'Nijmegen', 'Maas en Waal', 'Bommelerwaard', 'Altena', 'Heusden', 'Brabant', 'Deventer', 'Zutphen', 'Doesburg', 'Grave', 'Gorinchem', 'Calais', 'Somme', 'Vlaanderen', 'Holland'], 'found_in_flat': ['Venlo', 'Roermond', 'Rees', 'Breda', 'Altena', 'Heusden', 'Brabant', 'Zutphen', 'Somme'], 'matched_count': 9, 'total_in_enriched': 30}, 'persons': {'enriched': ['585614'], 'found_in_flat': [], 'matched_count': 0, 'total_in_enriched': 1}, 'organizations': {'enriched': [], 'found_in_flat': [], 'matched_count': 0, 'total_in_enriched': 0}}","Essen en andere gecommitteerden hebben gesproken over
 verhoging van de inkomsten uit de
 konvooien en licenten. Zij overhandigen 
 een memorieDe memorie is geïnsereerd In
 S.G. 3187 en gedrukt in: Aitzema, S.
 & O. kwarto II, 620-626/folio I,
 773-775.van maatregelen die uitgevoerd
 zouden kunnen w","Alsoo door het versuym van het suyveren der binnen Lantsche pasporten, merckelycke frauden worden gepleecht, daer door het gemeene Lant soo grooten schade heeft geleden, ende noch Is lydende, ten regarde die vyant, bysonder de Licenten geslooten synde, daer door middel wort gegeuen om alles te becom"
22,1629-01-27,1629-01-27,0,True,True,10201,"{'places': {'enriched': [], 'found_in_flat': [], 'matched_count': 0, 'total_in_enriched': 0}, 'persons': {'enriched': ['585614', '22697', '532680'], 'found_in_flat': [], 'matched_count': 0, 'total_in_enriched': 3}, 'organizations': {'enriched': ['33', '34', '35', '36', '37', '54', '2', '29', '53', '55', '56', '52', '51', '79'], 'found_in_flat': ['2', '29'], 'matched_count': 2, 'total_in_enriched': 14}}","Deze resolutie is door een klerk
 ingeschreven in S.G. 54. Deze resolutie is in enigszins gewijzigde
 versie ook gedrukt: Aitzema, S. & O.
 kwarto II, 701-705/folio I, 809-811. 
 Essen en de andere gedeputeerden rapporteren over hun besogne rond
 de staat van oorlog op zee voor het jaar 1629. Ze heb","Ontfangen een missive van haer Ho:Mo: gesanten in Vranryck geschreven tot Paris den xiijen. deses Waerop egeen resolutie is gevallen. Synde byde heeren Essen ende andere haer Ho:Mo: Gedepden gerapporteert, hoe dat sy gebesoigeert hadden opden staedt van oorloge te water voor het jaer 1629. ende dien"
23,1629-11-21,1629-11-21,0,True,True,10601,"{'places': {'enriched': ['Mark', 'Kleef', 'Utrecht', 'Hertogenbosch', 'Veluwe'], 'found_in_flat': ['Utrecht', 'Veluwe'], 'matched_count': 2, 'total_in_enriched': 5}, 'persons': {'enriched': ['585614', '222095', '65360', '959367', '163898', '977820', '532680'], 'found_in_flat': [], 'matched_count': 0, 'total_in_enriched': 7}, 'organizations': {'enriched': ['54', '56', '78', '51', '29', '53'], 'found_in_flat': [], 'matched_count': 0, 'total_in_enriched': 6}}","Gehoord is het verslag van Essen en de andere afgevaardigden van HHM die in navolging van de
 resolutie van gisteren gesproken hebben met Z.Exc. over de
 inkwartiering van de regimenten van de oversten
 Morgan, Holck,
 Ferents en
 Rosecrantz,
 alsmede
 van 24 vrije compagnieën infanterie in het Land","Ontfangen een missiue van Burgermrn Recht ende Raden der Stadt Harlingen gescreuen aldaer den 8. deses waer by sy ouersenden de namen van drie personen in Turckien gevangen sittende. Waerop gedelibereert synde, Is goetgevonden en verstaen dat deselue persoonen gestelt sullen worden opde lyste om aen"
24,1628-02-03,1628-02-03,0,True,True,11201,"{'places': {'enriched': ['Emden', 'Oost-Friesland', 'Hamburg', 'Greetsiel', 'Norden', 'Eems', 'Jade', 'Nesserland', 'Fürstenau', 'Leer', 'Groningen', 'Larrelt', 'Knock'], 'found_in_flat': ['Emden', 'Norden', 'Eems', 'Jade'], 'matched_count': 4, 'total_in_enriched': 13}, 'persons': {'enriched': ['783104', '850236'], 'found_in_flat': [], 'matched_count': 0, 'total_in_enriched': 2}, 'organizations': {'enriched': ['34', '36', '37'], 'found_in_flat': [], 'matched_count': 0, 'total_in_enriched': 3}}","De RvS adviseert d.d. 1 feb. op de op 27, 29 en 31 jan. ontvangen brieven van Ernst Casimir en de gedeputeerden in Emden. 
 HHM besluiten op het eerste punt van de zes vragen van de stad Emden conform het advies en eerder genomen resoluties, met name die van 22 januari. De toevoer naar Oost-Frieslan","Is gelesen het aduis des Raedts van State geformeert den 1en. deses opte respectiue missiven soo vanden heere Stadtholder Graeff Ernst Casimir van Nassauw s. als vande heeren haer Ho:Mo: gedeputeerden tot Embden den 27e 29. ende 31e. January lestleden ontfangen, ende naer deliberatie daerop gehouden"
25,1627-10-18,1627-10-18,0,True,True,10901,"{'places': {'enriched': ['Vlaanderen', 'Duinkerke', 'Oostende', 'Vlissingen', 'Texel'], 'found_in_flat': ['Oostende', 'Vlissingen', 'Texel'], 'matched_count': 3, 'total_in_enriched': 5}, 'persons': {'enriched': ['789512', '783104', '150743', '957762', '392307', '557455', '962163', '391252'], 'found_in_flat': [], 'matched_count': 0, 'total_in_enriched': 8}, 'organizations': {'enriched': ['31', '35', '34', '36', '33', '78'], 'found_in_flat': [], 'matched_count': 0, 'total_in_enriched': 6}}","In aanwezigheid van Z.Exc., Ernst Casimir en de
 RvS zijn luitenant-admiraal
 Dorp,
 teruggekeerd
 van de kust van Vlaanderen, en
 Gans
 gehoord. Dorp 
 rapporteert dat langs de kust niet meer dan zestien schepen en drie
 jachten liggen, en dat te Duinkerke 26 en
 te
 Oostende acht schepen klaarligg","Heeren Grave, Rantwijck, Renssen, Hendrick van Eck, Diderick van Eck, Feith, Noortwijck,

Schaffer, Broersema, Syn Extie. ende Syn Gen: Graeff Ernst Casimir van Nassau ter Vergaderinge comparerende, Is in derselver presentie gehoort den Lieutenant Admirael Dorp comen vande custe van Vlaenderen, als "
26,1626-03-31,1626-03-31,0,True,True,10901,"{'places': {'enriched': ['Nijmegen', 'Tiel', 'Arnhem', 'Culemborg', 'Rees', 'Emmerik', 'Kleef', 'Goch'], 'found_in_flat': ['Arnhem', 'Rees', 'Goch'], 'matched_count': 3, 'total_in_enriched': 8}, 'persons': {'enriched': [], 'found_in_flat': [], 'matched_count': 0, 'total_in_enriched': 0}, 'organizations': {'enriched': [], 'found_in_flat': [], 'matched_count': 0, 'total_in_enriched': 0}}","Schippers uit Nijmegen, Tiel, Arnhem en
 Culemborg met hun schepen in Rees
 verzoeken hun bederfelijke vis en waren in kleine hoeveelheden en
 tegen
 attestatie naar neutrale plaatsen te mogen brengen. Aangezien
 onlangs
 nog op paspoort een partij goederen van Emmerik
 naar
 Kleef en Goch is vervoe","Is gelesen de reqte. van verscheidene schippers van Nimmegen, Thiel, Arnhem, ende Culenborch, tegenwoordich met haere schepen tot Rees liggende, Versouckende dat sy haere verderfflycke visch ende waeren met cleine quantiteit mogen brengen op Neutrale plaetzen, mits brengende attestatie deselve aldae"
27,1629-05-26,1629-05-26,0,True,True,10901,"{'places': {'enriched': ['Casale', 'Monferrato', 'Italië', 'Susa', 'Valence', 'Languedoc', 'Duinkerke', 'Setubal', 'Boulogne-sur-Mer', 'Calais', 'Amsterdam', 'Vlaanderen'], 'found_in_flat': ['Valence', 'Languedoc', 'Amsterdam'], 'matched_count': 3, 'total_in_enriched': 12}, 'persons': {'enriched': ['930606', '811908', '276632', '637423', '403076', '201791'], 'found_in_flat': [], 'matched_count': 0, 'total_in_enriched': 6}, 'organizations': {'enriched': ['34'], 'found_in_flat': [], 'matched_count': 0, 'total_in_enriched': 1}}","Ambassadeur De Beaugij deelt de vergadering mee dat hij van zijn meester, de
 koning van Frankrijk, brieven
 heeft ontvangen
 d.d.
 Susa 26 april. Nadat hij Casale ontzet heeft, is
 de
 koning er nu ook in geslaagd Gonsales te
 verdrijven uit alle plaatsen die deze in
 Monferrato
 bezet hield. Verde","Het versouck van Johannes Angelius Werdenhagen om met de somme van ses duysent vier hondert eenen vyftich gul tien stuivers opde lyste vande crediteuren van heer Administrator gestelt te worden als de selve somme aen syn L. ten achteren synde. Is nae voorgaende deliberatie affgeslagen, Adamus Strigl"
28,1630-03-08,1630-03-08,0,True,True,10702,"{'places': {'enriched': ['Utrecht', 'IJssel', 'Arnhem', 'Wageningen', 'Zwolle'], 'found_in_flat': ['Utrecht'], 'matched_count': 1, 'total_in_enriched': 5}, 'persons': {'enriched': ['615177', '221915'], 'found_in_flat': [], 'matched_count': 0, 'total_in_enriched': 2}, 'organizations': {'enriched': ['33', '53', '2', '75', '5', '55'], 'found_in_flat': ['2', '75', '5', '55'], 'matched_count': 4, 'total_in_enriched': 6}}","Eck, gecommitteerde raad ter Admiraliteit
 te
 Rotterdam, verschijnt ter vergadering namens de
 provincie Utrecht. Hij rapporteert HHM 
 zich met zijn College conform de resolutie van HHM d.d. 30
 jan. te hebben vervoegd in Utrecht om aldaar
 18.255 pond te ontvangen, als rest van 39.660 pond die de","Ontfangen noch een missive van de selve geschreven ende in dato als vooren, houdende responsive op haer Ho:Mo: brieff van den 7. february lestleden, belangende den vrydom van Tollen ende licenten den 26. November mede lestleden aen de Stadt Wesel geconsenteert, van dat sy rescribenten aen d'officier"
33,1627-06-03,1627-06-03,0,True,True,12101,"{'places': {'enriched': ['Zeeland', 'Noordzee', 'Vlaanderen', 'Hoofden', 'Maas', 'Duinkerke', 'Walcheren', 'Texel', 'Het Vlie', 'Flamborough Head', 'Holland', 'Rif van Skagen', 'Noorwegen', 'Cap de la Hève', 'Lizard Head', 'Bocht', 'Bayonne', 'Seine', 'Het Kanaal', 'Oostende', 'Blankenberge'], 'found_in_flat': ['Walcheren', 'Texel', 'Het Vlie', 'Noorwegen', 'Bocht', 'Seine', 'Oostende'], 'matched_count': 7, 'total_in_enriched': 21}, 'persons': {'enriched': ['789512', '150743', '977744'], 'found_in_flat': [], 'matched_count': 0, 'total_in_enriched': 3}, 'organizations': {'enriched': ['33', '34', '36', '81'], 'found_in_flat': [], 'matched_count': 0, 'total_in_enriched': 4}}","De resolutie is door een klerk ingeschreven in S.G. 52.Z.Exc. verschijnt ter vergadering met de aanwezige
 gedeputeerden van de Admiraliteiten te Rotterdam, Amsterdam en in het
 Noorderkwartier. De bespreking
 van het
 ontwerp voor het kruisen op zee met het oog op een betere
 zeebewaking - door de ","Is geresumeert de provisionele ordre, die opt cruyren vande zee byde selve Gedeputeerden ende die van Zeelant naerder is beraemt geworden tot beter beveilinge vande zee, ende synde daerop gedelibereert, Is eyntlyck genomen de resolutie hiernaer volgende geinsereert.

De Staten Generael der Vereenich"
34,1626-10-14,1626-10-14,0,True,True,11201,"{'places': {'enriched': ['Duinkerke', 'Antwerpen', 'Walcheren', 'Cadzand', 'Engeland', 'Sluis', 'Elbe', 'Zeeland', 'Altena', 'Heusden', 'Werkendam', 'Langstraat', 'Holland', 'Denemarken'], 'found_in_flat': ['Antwerpen', 'Walcheren', 'Altena', 'Heusden'], 'matched_count': 4, 'total_in_enriched': 14}, 'persons': {'enriched': ['789512', '958275', '992352', '442342', '148727', '600567', '387460', '392307', '716295', '510922', '223247'], 'found_in_flat': [], 'matched_count': 0, 'total_in_enriched': 11}, 'organizations': {'enriched': ['15', '34', '33', '36'], 'found_in_flat': [], 'matched_count': 0, 'total_in_enriched': 4}}","Van Z.Exc. is een brief d.d. 11 okt. ontvangen waarin hij mededeling
 doet van belangwekkende zaken. Spinola heeft
 400.000 gld. naar Duinkerke gestuurd en
 Mansfeld trekt met
 alle schepen
 van
 het land ook die kant op. In Antwerpen zijn
 duizend matrozen
 gemonsterd met het doel een aanval te ple","Heeren Rantwijck, Kelffken, Hend.

Broeckhoven, Antwerpen, Ontfangen een missive van Syn Extie. geschreven den xien. Schagen, Duyck, Vosbergen, deses, Daerby deselve oversent eenige advisen van importantie gedateert den xxijen. Septembris lestleden, houdende datte Marquis Spinola 5oo guldens te Duin"
36,1629-09-01,1629-09-01,0,True,True,10901,"{'places': {'enriched': ['Amersfoort', 'Wezel', 'Arnhem', 'Wezel', 'Rees', 'Emmerik', 'Schenkenschans', 'Groenlo', 'Bredevoort', 'Zutphen', 'Doesburg', 'Deventer', 'Zwolle', 'Kampen', 'Hattem', 'Harderwijk', 'Elburg', 'Wageningen', 'Rhenen', 'Wijk bij Duurstede', 'Huissen'], 'found_in_flat': ['Amersfoort', 'Arnhem', 'Rees'], 'matched_count': 3, 'total_in_enriched': 21}, 'persons': {'enriched': ['527140', '977744', '783104'], 'found_in_flat': [], 'matched_count': 0, 'total_in_enriched': 3}, 'organizations': {'enriched': ['7'], 'found_in_flat': [], 'matched_count': 0, 'total_in_enriched': 1}}","Ontvangen is een brief van het Hof van Gelderland d.d. Arnhem 30 aug., inhoudend dat de keizerlijke troepen onder het gebied van de graaf van Montecuculi direct met de capitulatie te Amersfoort
 vele boeren en hun wagens en paarden beladen met geplunderde
 goederen
 mee hebben genomen. Ze geven HHM ","Ontfangen een missive van t'collegie ter Admiraliteyt tot Amsterdam geschreven aldaer den lesten augusti lestleden houdende, dat niet iegenstaende de sluytinge van eedt ende drinckwaeren gedaen den 19e. July ende 3e. augusti lestleden, de selve in groote abundantie met binnelantsche paspoorten van d"
37,1629-12-07,1629-12-07,0,True,True,10702,"{'places': {'enriched': ['Breda', 'Venetië', 'Emden'], 'found_in_flat': ['Breda', 'Emden'], 'matched_count': 2, 'total_in_enriched': 3}, 'persons': {'enriched': ['22697', '90194', '532680', '411666', '851290', '701124'], 'found_in_flat': [], 'matched_count': 0, 'total_in_enriched': 6}, 'organizations': {'enriched': ['83', '51', '53', '55', '29', '52', '54', '56'], 'found_in_flat': ['29'], 'matched_count': 1, 'total_in_enriched': 8}}","Gelezen is het antwoordGeïnsereerd in S.G. 3188. van thesaurier-generaal Van Goch, de voormalige
 ontvanger-generaal en de
 huidige ontvanger-generaal in
 navolging van de
 resolutie van HHM d.d. 4 dec. over de vele klachten waarmee HHM en
 de
 RvS dagelijks worden overvallen. Het betreft klachten o",Synde gelesen de requeste van d'erffgen onder benefitie van inventaris van wylen Mr. Willem Martini eerste als ords. Raet inden Rade van Brabant Erfgenamen vanden Is hun Supplten na voorgaende deliberatie geconsenteert ende geaccordeert Raetsheer Martinieen half Jaer tractements soo van eerste Raet 
